Unnamed: 0,task_id,title,description,status,source_layer,matched_file,source,main_branch
247,TASK248,Detected logic: run_dev_console,Auto-detected from scan in smartswasthya/console_refactor/console_runner.py,done,AutoScan,smartswasthya/console_refactor/console_runner.py,auto_scan,MISC
248,TASK249,Detected logic: should_skip_path,Auto-detected from scan in smartswasthya/console_refactor/console_utils.py,done,AutoScan,smartswasthya/console_refactor/console_utils.py,auto_scan,MISC
249,TASK250,Detected logic: get_files_modified_between,Auto-detected from scan in smartswasthya/console_refactor/console_utils.py,done,AutoScan,smartswasthya/console_refactor/console_utils.py,auto_scan,MISC
250,TASK251,Detected logic: load_retry_list,Auto-detected from scan in smartswasthya/console_refactor/console_utils.py,done,AutoScan,smartswasthya/console_refactor/console_utils.py,auto_scan,MISC
251,TASK252,Detected logic: generate_console_log,Auto-detected from scan in smartswasthya/console_refactor/console_utils.py,done,AutoScan,smartswasthya/console_refactor/console_utils.py,auto_scan,MISC
252,TASK253,Detected logic: set_permission,Auto-detected from scan in smartswasthya/logic/admin_trace_logic.py,done,AutoScan,smartswasthya/logic/admin_trace_logic.py,auto_scan,ADMIN_CONTROLS
253,TASK254,Detected logic: get_permissions,Auto-detected from scan in smartswasthya/logic/admin_trace_logic.py,done,AutoScan,smartswasthya/logic/admin_trace_logic.py,auto_scan,ADMIN_CONTROLS
254,TASK255,Detected logic: reset_permissions,Auto-detected from scan in smartswasthya/logic/admin_trace_logic.py,done,AutoScan,smartswasthya/logic/admin_trace_logic.py,auto_scan,ADMIN_CONTROLS
255,TASK256,Detected logic: get_active_developers_with_permissions,Auto-detected from scan in smartswasthya/logic/admin_trace_logic.py,done,AutoScan,smartswasthya/logic/admin_trace_logic.py,auto_scan,ADMIN_CONTROLS
256,TASK257,Detected logic: get_current_user,Auto-detected from scan in smartswasthya/logic/auth.py,done,AutoScan,smartswasthya/logic/auth.py,auto_scan,USER_MANAGEMENT
257,TASK258,Detected logic: verify_password,Auto-detected from scan in smartswasthya/logic/auth.py,done,AutoScan,smartswasthya/logic/auth.py,auto_scan,USER_MANAGEMENT
258,TASK259,Detected logic: get_password_hash,Auto-detected from scan in smartswasthya/logic/auth.py,done,AutoScan,smartswasthya/logic/auth.py,auto_scan,USER_MANAGEMENT
259,TASK260,Detected logic: authenticate_user,Auto-detected from scan in smartswasthya/logic/auth.py,done,AutoScan,smartswasthya/logic/auth.py,auto_scan,USER_MANAGEMENT
260,TASK261,Detected logic: create_access_token,Auto-detected from scan in smartswasthya/logic/auth.py,done,AutoScan,smartswasthya/logic/auth.py,auto_scan,USER_MANAGEMENT
261,TASK262,Detected logic: register_user_logic,Auto-detected from scan in smartswasthya/logic/auth.py,done,AutoScan,smartswasthya/logic/auth.py,auto_scan,USER_MANAGEMENT
262,TASK263,Detected logic: decode_token,Auto-detected from scan in smartswasthya/logic/auth.py,done,AutoScan,smartswasthya/logic/auth.py,auto_scan,USER_MANAGEMENT
263,TASK264,Detected logic: fetch_all_tasks,Auto-detected from scan in smartswasthya/logic/dev_bucket_logic.py,done,AutoScan,smartswasthya/logic/dev_bucket_logic.py,auto_scan,ADMIN_CONTROLS
264,TASK265,Detected logic: get_task_details,Auto-detected from scan in smartswasthya/logic/dev_bucket_logic.py,done,AutoScan,smartswasthya/logic/dev_bucket_logic.py,auto_scan,ADMIN_CONTROLS
265,TASK266,Detected logic: submit_task_result,Auto-detected from scan in smartswasthya/logic/dev_bucket_logic.py,done,AutoScan,smartswasthya/logic/dev_bucket_logic.py,auto_scan,ADMIN_CONTROLS
266,TASK267,Detected logic: add,Auto-detected from scan in smartswasthya/logic/dummy_task.py,done,AutoScan,smartswasthya/logic/dummy_task.py,auto_scan,ADMIN_CONTROLS
267,TASK268,Detected logic: can_resend_otp,Auto-detected from scan in smartswasthya/logic/email_otp_logic.py,done,AutoScan,smartswasthya/logic/email_otp_logic.py,auto_scan,NOTIFICATION_SYSTEM
268,TASK269,Detected logic: send_email_otp_logic,Auto-detected from scan in smartswasthya/logic/email_otp_logic.py,done,AutoScan,smartswasthya/logic/email_otp_logic.py,auto_scan,NOTIFICATION_SYSTEM
269,TASK270,Detected logic: verify_email_otp_logic,Auto-detected from scan in smartswasthya/logic/email_otp_logic.py,done,AutoScan,smartswasthya/logic/email_otp_logic.py,auto_scan,NOTIFICATION_SYSTEM
270,TASK271,Detected logic: send_email,Auto-detected from scan in smartswasthya/logic/email_otp_logic.py,done,AutoScan,smartswasthya/logic/email_otp_logic.py,auto_scan,NOTIFICATION_SYSTEM
271,TASK272,Detected logic: get_user_by_email,Auto-detected from scan in smartswasthya/logic/helper.py,done,AutoScan,smartswasthya/logic/helper.py,auto_scan,USER_MANAGEMENT
272,TASK273,Detected logic: generate_tags,Auto-detected from scan in smartswasthya/logic/instruction_logic.py,done,AutoScan,smartswasthya/logic/instruction_logic.py,auto_scan,MISC
273,TASK274,Detected logic: determine_priority,Auto-detected from scan in smartswasthya/logic/instruction_logic.py,done,AutoScan,smartswasthya/logic/instruction_logic.py,auto_scan,MISC
274,TASK275,Detected logic: determine_module_type,Auto-detected from scan in smartswasthya/logic/instruction_logic.py,done,AutoScan,smartswasthya/logic/instruction_logic.py,auto_scan,MISC
275,TASK276,Detected logic: infer_route,Auto-detected from scan in smartswasthya/logic/instruction_logic.py,done,AutoScan,smartswasthya/logic/instruction_logic.py,auto_scan,MISC
276,TASK277,Detected logic: load_tasks,Auto-detected from scan in smartswasthya/logic/instruction_logic.py,done,AutoScan,smartswasthya/logic/instruction_logic.py,auto_scan,ADMIN_CONTROLS
277,TASK278,Detected logic: enrich_tasks,Auto-detected from scan in smartswasthya/logic/instruction_logic.py,done,AutoScan,smartswasthya/logic/instruction_logic.py,auto_scan,ADMIN_CONTROLS
278,TASK279,Detected logic: save_enriched_tasks,Auto-detected from scan in smartswasthya/logic/instruction_logic.py,done,AutoScan,smartswasthya/logic/instruction_logic.py,auto_scan,ADMIN_CONTROLS
279,TASK280,Detected logic: generate_instruction,Auto-detected from scan in smartswasthya/logic/instruction_logic.py,done,AutoScan,smartswasthya/logic/instruction_logic.py,auto_scan,MISC
280,TASK281,Detected logic: save_instruction_set,Auto-detected from scan in smartswasthya/logic/instruction_logic.py,done,AutoScan,smartswasthya/logic/instruction_logic.py,auto_scan,MISC
281,TASK282,Detected logic: build_sample_instruction_set,Auto-detected from scan in smartswasthya/logic/instruction_logic.py,done,AutoScan,smartswasthya/logic/instruction_logic.py,auto_scan,DEVOPS_AND_DOCKER
282,TASK283,Detected logic: scan_files_between,Auto-detected from scan in smartswasthya/logic/scan_logic.py,done,AutoScan,smartswasthya/logic/scan_logic.py,auto_scan,MISC
283,TASK284,Detected logic: get_synced_files,Auto-detected from scan in smartswasthya/logic/sync_logic.py,done,AutoScan,smartswasthya/logic/sync_logic.py,auto_scan,SYNC_AND_BACKUP
284,TASK285,Detected logic: load_retry_files,Auto-detected from scan in smartswasthya/logic/sync_retry_logic.py,done,AutoScan,smartswasthya/logic/sync_retry_logic.py,auto_scan,SYNC_AND_BACKUP
285,TASK286,Detected logic: scp_file,Auto-detected from scan in smartswasthya/logic/sync_retry_logic.py,done,AutoScan,smartswasthya/logic/sync_retry_logic.py,auto_scan,SYNC_AND_BACKUP
286,TASK287,Detected logic: retry_sync_logic,Auto-detected from scan in smartswasthya/logic/sync_retry_logic.py,done,AutoScan,smartswasthya/logic/sync_retry_logic.py,auto_scan,SYNC_AND_BACKUP
287,TASK288,Detected logic: trigger_cleanup_task,Auto-detected from scan in smartswasthya/logic/task_logic.py,done,AutoScan,smartswasthya/logic/task_logic.py,auto_scan,ADMIN_CONTROLS
288,TASK289,Detected logic: trigger_cleanup_test,Auto-detected from scan in smartswasthya/logic/task_logic.py,done,AutoScan,smartswasthya/logic/task_logic.py,auto_scan,ADMIN_CONTROLS
289,TASK290,Detected logic: get_task_status,Auto-detected from scan in smartswasthya/logic/task_logic.py,done,AutoScan,smartswasthya/logic/task_logic.py,auto_scan,ADMIN_CONTROLS
290,TASK291,Detected logic: clean_string,Auto-detected from scan in smartswasthya/logic/utils.py,done,AutoScan,smartswasthya/logic/utils.py,auto_scan,MISC
291,TASK292,Detected logic: admin_only,Auto-detected from scan in smartswasthya/middleware/token_validator.py,done,AutoScan,smartswasthya/middleware/token_validator.py,auto_scan,ADMIN_CONTROLS
292,TASK293,Detected logic: developer_only,Auto-detected from scan in smartswasthya/middleware/token_validator.py,done,AutoScan,smartswasthya/middleware/token_validator.py,auto_scan,MISC
293,TASK294,Detected logic: should_check,Auto-detected from scan in smartswasthya/odil/generate_code_trace.py,done,AutoScan,smartswasthya/odil/generate_code_trace.py,auto_scan,MISC
294,TASK295,Detected logic: get_all_python_files,Auto-detected from scan in smartswasthya/odil/generate_code_trace.py,done,AutoScan,smartswasthya/odil/generate_code_trace.py,auto_scan,MISC
295,TASK296,Detected logic: extract_functions,Auto-detected from scan in smartswasthya/odil/generate_code_trace.py,done,AutoScan,smartswasthya/odil/generate_code_trace.py,auto_scan,MISC
296,TASK297,Detected logic: extract_classes,Auto-detected from scan in smartswasthya/odil/generate_code_trace.py,done,AutoScan,smartswasthya/odil/generate_code_trace.py,auto_scan,MISC
297,TASK298,Detected logic: generate_code_trace,Auto-detected from scan in smartswasthya/odil/generate_code_trace.py,done,AutoScan,smartswasthya/odil/generate_code_trace.py,auto_scan,MISC
298,TASK299,Detected logic: get_all_py_files,Auto-detected from scan in smartswasthya/odil/generate_function_usage_map.py,done,AutoScan,smartswasthya/odil/generate_function_usage_map.py,auto_scan,MISC
299,TASK300,Detected logic: extract_defined_functions,Auto-detected from scan in smartswasthya/odil/generate_function_usage_map.py,done,AutoScan,smartswasthya/odil/generate_function_usage_map.py,auto_scan,MISC
300,TASK301,Detected logic: track_function_usage,Auto-detected from scan in smartswasthya/odil/generate_function_usage_map.py,done,AutoScan,smartswasthya/odil/generate_function_usage_map.py,auto_scan,MISC
301,TASK302,Detected logic: scan_template_usage,Auto-detected from scan in smartswasthya/odil/generate_function_usage_map.py,done,AutoScan,smartswasthya/odil/generate_function_usage_map.py,auto_scan,FRONTEND_ROUTES
302,TASK303,Detected logic: extract_definitions,Auto-detected from scan in smartswasthya/odil/generate_logic_trace.py,done,AutoScan,smartswasthya/odil/generate_logic_trace.py,auto_scan,CORE_SETUP
303,TASK304,Detected logic: generate_logic_trace,Auto-detected from scan in smartswasthya/odil/generate_logic_trace.py,done,AutoScan,smartswasthya/odil/generate_logic_trace.py,auto_scan,MISC
304,TASK305,Detected logic: extract_model_classes,Auto-detected from scan in smartswasthya/odil/generate_model_trace.py,done,AutoScan,smartswasthya/odil/generate_model_trace.py,auto_scan,MISC
305,TASK306,Detected logic: scan_model_usage,Auto-detected from scan in smartswasthya/odil/generate_model_trace.py,done,AutoScan,smartswasthya/odil/generate_model_trace.py,auto_scan,MISC
306,TASK307,Detected logic: read_json,Auto-detected from scan in smartswasthya/odil/generate_obvious_connections.py,done,AutoScan,smartswasthya/odil/generate_obvious_connections.py,auto_scan,MISC
307,TASK308,Detected logic: template_exists,Auto-detected from scan in smartswasthya/odil/generate_route_trace.py,done,AutoScan,smartswasthya/odil/generate_route_trace.py,auto_scan,FRONTEND_ROUTES
308,TASK309,Detected logic: extract_route_info,Auto-detected from scan in smartswasthya/odil/generate_route_trace.py,done,AutoScan,smartswasthya/odil/generate_route_trace.py,auto_scan,MISC
309,TASK310,Detected logic: generate_route_trace,Auto-detected from scan in smartswasthya/odil/generate_route_trace.py,done,AutoScan,smartswasthya/odil/generate_route_trace.py,auto_scan,MISC
310,TASK311,Detected logic: get_all_templates,Auto-detected from scan in smartswasthya/odil/generate_template_trace.py,done,AutoScan,smartswasthya/odil/generate_template_trace.py,auto_scan,FRONTEND_ROUTES
311,TASK312,Detected logic: generate_template_trace,Auto-detected from scan in smartswasthya/odil/generate_template_trace.py,done,AutoScan,smartswasthya/odil/generate_template_trace.py,auto_scan,FRONTEND_ROUTES
312,TASK313,Detected logic: get_model_summary,Auto-detected from scan in smartswasthya/odil/model_trace.py,done,AutoScan,smartswasthya/odil/model_trace.py,auto_scan,MISC
313,TASK314,Detected logic: load_file_lines,Auto-detected from scan in smartswasthya/records/records.py,done,AutoScan,smartswasthya/records/records.py,auto_scan,HEALTH_SERVICES
314,TASK315,Detected logic: compare_files,Auto-detected from scan in smartswasthya/records/records.py,done,AutoScan,smartswasthya/records/records.py,auto_scan,HEALTH_SERVICES
315,TASK316,Detected logic: write_backup,Auto-detected from scan in smartswasthya/records/records.py,done,AutoScan,smartswasthya/records/records.py,auto_scan,HEALTH_SERVICES
316,TASK317,Detected logic: get_log_file_path,Auto-detected from scan in smartswasthya/records/records.py,done,AutoScan,smartswasthya/records/records.py,auto_scan,HEALTH_SERVICES
317,TASK318,Detected logic: record_deletion,Auto-detected from scan in smartswasthya/records/records.py,done,AutoScan,smartswasthya/records/records.py,auto_scan,HEALTH_SERVICES
318,TASK319,Detected logic: main,Auto-detected from scan in smartswasthya/records/records.py,done,AutoScan,smartswasthya/records/records.py,auto_scan,HEALTH_SERVICES
319,TASK320,Detected logic: setup_app,Auto-detected from scan in smartswasthya/registry/app_registry.py,done,AutoScan,smartswasthya/registry/app_registry.py,auto_scan,CORE_SETUP
320,TASK321,Detected logic: ping_account,Auto-detected from scan in smartswasthya/routes/account_routes.py,done,AutoScan,smartswasthya/routes/account_routes.py,auto_scan,MISC
321,TASK322,Detected logic: set_permission_route,Auto-detected from scan in smartswasthya/routes/admin_trace_routes.py,done,AutoScan,smartswasthya/routes/admin_trace_routes.py,auto_scan,ADMIN_CONTROLS
322,TASK323,Detected logic: dev_context,Auto-detected from scan in smartswasthya/routes/admin_trace_routes.py,done,AutoScan,smartswasthya/routes/admin_trace_routes.py,auto_scan,ADMIN_CONTROLS
323,TASK324,Detected logic: get_permission_route,Auto-detected from scan in smartswasthya/routes/admin_trace_routes.py,done,AutoScan,smartswasthya/routes/admin_trace_routes.py,auto_scan,ADMIN_CONTROLS
324,TASK325,Detected logic: ping_alerts,Auto-detected from scan in smartswasthya/routes/alerts_routes.py,done,AutoScan,smartswasthya/routes/alerts_routes.py,auto_scan,NOTIFICATION_SYSTEM
325,TASK326,Detected logic: ping_awareness,Auto-detected from scan in smartswasthya/routes/awareness_window_routes.py,done,AutoScan,smartswasthya/routes/awareness_window_routes.py,auto_scan,MISC
326,TASK327,Detected logic: send_email_otp,Auto-detected from scan in smartswasthya/routes/email_otp.py,done,AutoScan,smartswasthya/routes/email_otp.py,auto_scan,NOTIFICATION_SYSTEM
327,TASK328,Detected logic: verify_email_otp,Auto-detected from scan in smartswasthya/routes/email_otp.py,done,AutoScan,smartswasthya/routes/email_otp.py,auto_scan,NOTIFICATION_SYSTEM
328,TASK329,Detected logic: extended_health,Auto-detected from scan in smartswasthya/routes/health.py,done,AutoScan,smartswasthya/routes/health.py,auto_scan,HEALTH_SERVICES
329,TASK330,Detected logic: ping_home,Auto-detected from scan in smartswasthya/routes/home_routes.py,done,AutoScan,smartswasthya/routes/home_routes.py,auto_scan,MISC
330,TASK331,Detected logic: ping_identity,Auto-detected from scan in smartswasthya/routes/identity_routes.py,done,AutoScan,smartswasthya/routes/identity_routes.py,auto_scan,MISC
331,TASK332,Detected logic: hello,Auto-detected from scan in smartswasthya/routes/index_routes.py,done,AutoScan,smartswasthya/routes/index_routes.py,auto_scan,MISC
332,TASK333,Detected logic: ping_login,Auto-detected from scan in smartswasthya/routes/login_routes.py,done,AutoScan,smartswasthya/routes/login_routes.py,auto_scan,USER_MANAGEMENT
333,TASK334,Detected logic: ping_partner_docs,Auto-detected from scan in smartswasthya/routes/partner_docs_routes.py,done,AutoScan,smartswasthya/routes/partner_docs_routes.py,auto_scan,PARTNER_ONBOARDING
334,TASK335,Detected logic: ping_partner,Auto-detected from scan in smartswasthya/routes/partner_routes.py,done,AutoScan,smartswasthya/routes/partner_routes.py,auto_scan,PARTNER_ONBOARDING
335,TASK336,Detected logic: ping_profile,Auto-detected from scan in smartswasthya/routes/profile_routes.py,done,AutoScan,smartswasthya/routes/profile_routes.py,auto_scan,USER_MANAGEMENT
336,TASK337,Detected logic: demo_root,Auto-detected from scan in smartswasthya/routes/routes.py,done,AutoScan,smartswasthya/routes/routes.py,auto_scan,MISC
337,TASK338,Detected logic: ping_settings,Auto-detected from scan in smartswasthya/routes/settings_routes.py,done,AutoScan,smartswasthya/routes/settings_routes.py,auto_scan,MISC
338,TASK339,Detected logic: ping_signup,Auto-detected from scan in smartswasthya/routes/signup_routes.py,done,AutoScan,smartswasthya/routes/signup_routes.py,auto_scan,USER_MANAGEMENT
339,TASK340,Detected logic: register,Auto-detected from scan in smartswasthya/routes/smartuser.py,done,AutoScan,smartswasthya/routes/smartuser.py,auto_scan,USER_MANAGEMENT
340,TASK341,Detected logic: login,Auto-detected from scan in smartswasthya/routes/smartuser.py,done,AutoScan,smartswasthya/routes/smartuser.py,auto_scan,USER_MANAGEMENT
341,TASK342,Detected logic: ping_dashboard,Auto-detected from scan in smartswasthya/routes/smartuser_dashboard_routes.py,done,AutoScan,smartswasthya/routes/smartuser_dashboard_routes.py,auto_scan,USER_MANAGEMENT
342,TASK343,Detected logic: ping_smart_user,Auto-detected from scan in smartswasthya/routes/smart_user_routes.py,done,AutoScan,smartswasthya/routes/smart_user_routes.py,auto_scan,USER_MANAGEMENT
343,TASK344,Detected logic: run_task,Auto-detected from scan in smartswasthya/routes/task_runner.py,done,AutoScan,smartswasthya/routes/task_runner.py,auto_scan,ADMIN_CONTROLS
344,TASK345,Detected logic: cleanup_test,Auto-detected from scan in smartswasthya/routes/task_runner.py,done,AutoScan,smartswasthya/routes/task_runner.py,auto_scan,ADMIN_CONTROLS
345,TASK346,Detected logic: check_task_status,Auto-detected from scan in smartswasthya/routes/task_runner.py,done,AutoScan,smartswasthya/routes/task_runner.py,auto_scan,ADMIN_CONTROLS
346,TASK347,Detected logic: ping_track,Auto-detected from scan in smartswasthya/routes/track_routes.py,done,AutoScan,smartswasthya/routes/track_routes.py,auto_scan,MISC
347,TASK348,Detected logic: ping_user_profile,Auto-detected from scan in smartswasthya/routes/user_profile_routes.py,done,AutoScan,smartswasthya/routes/user_profile_routes.py,auto_scan,USER_MANAGEMENT
348,TASK349,Detected logic: register_user,Auto-detected from scan in smartswasthya/routes/user_routes.py,done,AutoScan,smartswasthya/routes/user_routes.py,auto_scan,USER_MANAGEMENT
349,TASK350,Detected logic: ping_verification,Auto-detected from scan in smartswasthya/routes/verification_routes.py,done,AutoScan,smartswasthya/routes/verification_routes.py,auto_scan,KYC_WORKFLOWS
350,TASK351,Detected logic: ping_dev_api,Auto-detected from scan in smartswasthya/routes/dev/api_routes.py,done,AutoScan,smartswasthya/routes/dev/api_routes.py,auto_scan,MISC
351,TASK352,Detected logic: ping_dev_db,Auto-detected from scan in smartswasthya/routes/dev/database_routes.py,done,AutoScan,smartswasthya/routes/dev/database_routes.py,auto_scan,CORE_SETUP
352,TASK353,Detected logic: ping_dev_editor,Auto-detected from scan in smartswasthya/routes/dev/editor_routes.py,done,AutoScan,smartswasthya/routes/dev/editor_routes.py,auto_scan,MISC
353,TASK354,Detected logic: ping_dev_routes,Auto-detected from scan in smartswasthya/routes/dev/routes_routes.py,done,AutoScan,smartswasthya/routes/dev/routes_routes.py,auto_scan,MISC
354,TASK355,Detected logic: ping_dev_token,Auto-detected from scan in smartswasthya/routes/dev/token_routes.py,done,AutoScan,smartswasthya/routes/dev/token_routes.py,auto_scan,MISC
355,TASK356,Detected logic: ping_retry_handler,Auto-detected from scan in smartswasthya/routes/dev/sync/retry_handler.py,done,AutoScan,smartswasthya/routes/dev/sync/retry_handler.py,auto_scan,SYNC_AND_BACKUP
356,TASK357,Detected logic: list_all_python_files,Auto-detected from scan in smartswasthya/routes/dev/sync/scan.py,done,AutoScan,smartswasthya/routes/dev/sync/scan.py,auto_scan,SYNC_AND_BACKUP
357,TASK358,Detected logic: scan_by_time,Auto-detected from scan in smartswasthya/routes/dev/sync/scan.py,done,AutoScan,smartswasthya/routes/dev/sync/scan.py,auto_scan,SYNC_AND_BACKUP
358,TASK359,Detected logic: cleanup_old_files,Auto-detected from scan in smartswasthya/tasks/cleanup_task.py,done,AutoScan,smartswasthya/tasks/cleanup_task.py,auto_scan,ADMIN_CONTROLS
359,TASK360,Detected logic: landing_page_template,Auto-detected from scan in smartswasthya/templates/templates.py,done,AutoScan,smartswasthya/templates/templates.py,auto_scan,FRONTEND_ROUTES
360,TASK361,Detected logic: setup_temp_dirs,Auto-detected from scan in smartswasthya/tools/checker_tool.py,done,AutoScan,smartswasthya/tools/checker_tool.py,auto_scan,CORE_SETUP
361,TASK362,Detected logic: extract_all,Auto-detected from scan in smartswasthya/tools/checker_tool.py,done,AutoScan,smartswasthya/tools/checker_tool.py,auto_scan,MISC
362,TASK363,Detected logic: compare_python_files,Auto-detected from scan in smartswasthya/tools/checker_tool.py,done,AutoScan,smartswasthya/tools/checker_tool.py,auto_scan,MISC
363,TASK364,Detected logic: run_checker,Auto-detected from scan in smartswasthya/tools/checker_tool.py,done,AutoScan,smartswasthya/tools/checker_tool.py,auto_scan,MISC
364,TASK365,Detected logic: load_all_instructions,Auto-detected from scan in smartswasthya/tools/developer_task_loader.py,done,AutoScan,smartswasthya/tools/developer_task_loader.py,auto_scan,ADMIN_CONTROLS
365,TASK366,Detected logic: get_instruction_by_index,Auto-detected from scan in smartswasthya/tools/developer_task_loader.py,done,AutoScan,smartswasthya/tools/developer_task_loader.py,auto_scan,ADMIN_CONTROLS
366,TASK367,Detected logic: generate_dev_bucket_submission,Auto-detected from scan in smartswasthya/tools/developer_task_loader.py,done,AutoScan,smartswasthya/tools/developer_task_loader.py,auto_scan,ADMIN_CONTROLS
367,TASK368,Detected logic: extract_requirements,Auto-detected from scan in smartswasthya/tools/gen_requirements.py,done,AutoScan,smartswasthya/tools/gen_requirements.py,auto_scan,MISC
368,TASK369,Detected logic: create_custom_instruction,Auto-detected from scan in smartswasthya/tools/instruction_editor.py,done,AutoScan,smartswasthya/tools/instruction_editor.py,auto_scan,MISC
369,TASK370,Detected logic: build_sample,Auto-detected from scan in smartswasthya/tools/instruction_editor.py,done,AutoScan,smartswasthya/tools/instruction_editor.py,auto_scan,DEVOPS_AND_DOCKER
370,TASK371,Detected logic: view_admin_review_queue,Auto-detected from scan in smartswasthya/tools/instruction_editor.py,done,AutoScan,smartswasthya/tools/instruction_editor.py,auto_scan,FRONTEND_ROUTES
371,TASK372,Detected logic: load_registry,Auto-detected from scan in smartswasthya/tools/obvious_navigator.py,done,AutoScan,smartswasthya/tools/obvious_navigator.py,auto_scan,MISC
372,TASK373,Detected logic: list_python_files,Auto-detected from scan in smartswasthya/tools/obvious_navigator.py,done,AutoScan,smartswasthya/tools/obvious_navigator.py,auto_scan,MISC
373,TASK374,Detected logic: extract_functions_and_classes,Auto-detected from scan in smartswasthya/tools/obvious_navigator.py,done,AutoScan,smartswasthya/tools/obvious_navigator.py,auto_scan,MISC
374,TASK375,Detected logic: explore_all,Auto-detected from scan in smartswasthya/tools/obvious_navigator.py,done,AutoScan,smartswasthya/tools/obvious_navigator.py,auto_scan,MISC
375,TASK376,Detected logic: navigate,Auto-detected from scan in smartswasthya/tools/obvious_navigator.py,done,AutoScan,smartswasthya/tools/obvious_navigator.py,auto_scan,MISC
376,TASK377,Detected logic: dynamic_import,Auto-detected from scan in smartswasthya/tools/obvious_router_registrar.py,done,AutoScan,smartswasthya/tools/obvious_router_registrar.py,auto_scan,MISC
377,TASK378,Detected logic: register_all_routes,Auto-detected from scan in smartswasthya/tools/obvious_router_registrar.py,done,AutoScan,smartswasthya/tools/obvious_router_registrar.py,auto_scan,USER_MANAGEMENT
378,TASK379,Detected logic: generate_routes_for_directory,Auto-detected from scan in smartswasthya/tools/obvious_route_generator.py,done,AutoScan,smartswasthya/tools/obvious_route_generator.py,auto_scan,MISC
379,TASK380,Detected logic: section,Auto-detected from scan in smartswasthya/tools/prelaunch_checker_v3.py,done,AutoScan,smartswasthya/tools/prelaunch_checker_v3.py,auto_scan,MISC
380,TASK381,Detected logic: scan_missing_init_py,Auto-detected from scan in smartswasthya/tools/prelaunch_checker_v3.py,done,AutoScan,smartswasthya/tools/prelaunch_checker_v3.py,auto_scan,CORE_SETUP
381,TASK382,Detected logic: scan_dynamic_imports,Auto-detected from scan in smartswasthya/tools/prelaunch_checker_v3.py,done,AutoScan,smartswasthya/tools/prelaunch_checker_v3.py,auto_scan,MISC
382,TASK383,Detected logic: scan_router_chain,Auto-detected from scan in smartswasthya/tools/prelaunch_checker_v3.py,done,AutoScan,smartswasthya/tools/prelaunch_checker_v3.py,auto_scan,MISC
383,TASK384,Detected logic: scan_placeholders,Auto-detected from scan in smartswasthya/tools/prelaunch_checker_v3.py,done,AutoScan,smartswasthya/tools/prelaunch_checker_v3.py,auto_scan,MISC
384,TASK385,Detected logic: check_essential_folders,Auto-detected from scan in smartswasthya/tools/prelaunch_checker_v3.py,done,AutoScan,smartswasthya/tools/prelaunch_checker_v3.py,auto_scan,MISC
385,TASK386,Detected logic: check_pyproject,Auto-detected from scan in smartswasthya/tools/prelaunch_checker_v3.py,done,AutoScan,smartswasthya/tools/prelaunch_checker_v3.py,auto_scan,MISC
386,TASK387,Detected logic: run_all_checks,Auto-detected from scan in smartswasthya/tools/prelaunch_checker_v3.py,done,AutoScan,smartswasthya/tools/prelaunch_checker_v3.py,auto_scan,MISC
387,TASK388,Detected logic: extract_keywords_from_instruction,Auto-detected from scan in smartswasthya/tools/trace_generator.py,done,AutoScan,smartswasthya/tools/trace_generator.py,auto_scan,MISC
388,TASK389,Detected logic: trace_keywords_in_handler,Auto-detected from scan in smartswasthya/tools/trace_generator.py,done,AutoScan,smartswasthya/tools/trace_generator.py,auto_scan,MISC
389,TASK390,Detected logic: check_docker_file_references,Auto-detected from scan in smartswasthya/tools/trace_generator.py,done,AutoScan,smartswasthya/tools/trace_generator.py,auto_scan,DEVOPS_AND_DOCKER
390,TASK391,Detected logic: write_trace_to_txt,Auto-detected from scan in smartswasthya/tools/trace_generator.py,done,AutoScan,smartswasthya/tools/trace_generator.py,auto_scan,MISC
391,TASK392,Detected logic: verify_function_in_js,Auto-detected from scan in smartswasthya/tools/ui_integrity_checker.py,done,AutoScan,smartswasthya/tools/ui_integrity_checker.py,auto_scan,MISC
392,TASK393,Detected logic: run_integrity_check,Auto-detected from scan in smartswasthya/tools/ui_integrity_checker.py,done,AutoScan,smartswasthya/tools/ui_integrity_checker.py,auto_scan,MISC
393,TASK394,Detected logic: find_py_files,Auto-detected from scan in smartswasthya/tools/coder_tools/circular_trap_scanner.py,done,AutoScan,smartswasthya/tools/coder_tools/circular_trap_scanner.py,auto_scan,MISC
394,TASK395,Detected logic: parse_imports,Auto-detected from scan in smartswasthya/tools/coder_tools/circular_trap_scanner.py,done,AutoScan,smartswasthya/tools/coder_tools/circular_trap_scanner.py,auto_scan,MISC
395,TASK396,Detected logic: normalize_path,Auto-detected from scan in smartswasthya/tools/coder_tools/circular_trap_scanner.py,done,AutoScan,smartswasthya/tools/coder_tools/circular_trap_scanner.py,auto_scan,MISC
396,TASK397,Detected logic: build_graph,Auto-detected from scan in smartswasthya/tools/coder_tools/circular_trap_scanner.py,done,AutoScan,smartswasthya/tools/coder_tools/circular_trap_scanner.py,auto_scan,DEVOPS_AND_DOCKER
397,TASK398,Detected logic: detect_cycles,Auto-detected from scan in smartswasthya/tools/coder_tools/circular_trap_scanner.py,done,AutoScan,smartswasthya/tools/coder_tools/circular_trap_scanner.py,auto_scan,MISC
398,TASK399,Detected logic: report_results,Auto-detected from scan in smartswasthya/tools/coder_tools/circular_trap_scanner.py,done,AutoScan,smartswasthya/tools/coder_tools/circular_trap_scanner.py,auto_scan,MISC
