task_id,title,description,status,source_layer,matched_file,source
AUTO067,Detected logic: infer_route,Auto-detected from scan in smartswasthya/logic/instruction_logic.py,done,AutoScan,smartswasthya/logic/instruction_logic.py,auto_scan
AUTO068,Detected logic: load_tasks,Auto-detected from scan in smartswasthya/logic/instruction_logic.py,done,AutoScan,smartswasthya/logic/instruction_logic.py,auto_scan
AUTO069,Detected logic: enrich_tasks,Auto-detected from scan in smartswasthya/logic/instruction_logic.py,done,AutoScan,smartswasthya/logic/instruction_logic.py,auto_scan
AUTO070,Detected logic: save_enriched_tasks,Auto-detected from scan in smartswasthya/logic/instruction_logic.py,done,AutoScan,smartswasthya/logic/instruction_logic.py,auto_scan
AUTO071,Detected logic: generate_instruction,Auto-detected from scan in smartswasthya/logic/instruction_logic.py,done,AutoScan,smartswasthya/logic/instruction_logic.py,auto_scan
AUTO072,Detected logic: save_instruction_set,Auto-detected from scan in smartswasthya/logic/instruction_logic.py,done,AutoScan,smartswasthya/logic/instruction_logic.py,auto_scan
AUTO073,Detected logic: build_sample_instruction_set,Auto-detected from scan in smartswasthya/logic/instruction_logic.py,done,AutoScan,smartswasthya/logic/instruction_logic.py,auto_scan
AUTO074,Detected logic: scan_files_between,Auto-detected from scan in smartswasthya/logic/scan_logic.py,done,AutoScan,smartswasthya/logic/scan_logic.py,auto_scan
AUTO075,Detected logic: retry_sync,Auto-detected from scan in smartswasthya/logic/sync_logic.py,done,AutoScan,smartswasthya/logic/sync_logic.py,auto_scan
AUTO076,Detected logic: get_synced_files,Auto-detected from scan in smartswasthya/logic/sync_logic.py,done,AutoScan,smartswasthya/logic/sync_logic.py,auto_scan
AUTO077,Detected logic: load_retry_files,Auto-detected from scan in smartswasthya/logic/sync_retry_logic.py,done,AutoScan,smartswasthya/logic/sync_retry_logic.py,auto_scan
AUTO078,Detected logic: scp_file,Auto-detected from scan in smartswasthya/logic/sync_retry_logic.py,done,AutoScan,smartswasthya/logic/sync_retry_logic.py,auto_scan
AUTO079,Detected logic: retry_sync_logic,Auto-detected from scan in smartswasthya/logic/sync_retry_logic.py,done,AutoScan,smartswasthya/logic/sync_retry_logic.py,auto_scan
AUTO080,Detected logic: trigger_cleanup_task,Auto-detected from scan in smartswasthya/logic/task_logic.py,done,AutoScan,smartswasthya/logic/task_logic.py,auto_scan
AUTO081,Detected logic: trigger_cleanup_test,Auto-detected from scan in smartswasthya/logic/task_logic.py,done,AutoScan,smartswasthya/logic/task_logic.py,auto_scan
AUTO082,Detected logic: get_task_status,Auto-detected from scan in smartswasthya/logic/task_logic.py,done,AutoScan,smartswasthya/logic/task_logic.py,auto_scan
AUTO083,Detected logic: clean_string,Auto-detected from scan in smartswasthya/logic/utils.py,done,AutoScan,smartswasthya/logic/utils.py,auto_scan
AUTO084,Detected logic: admin_only,Auto-detected from scan in smartswasthya/middleware/token_validator.py,done,AutoScan,smartswasthya/middleware/token_validator.py,auto_scan
AUTO085,Detected logic: developer_only,Auto-detected from scan in smartswasthya/middleware/token_validator.py,done,AutoScan,smartswasthya/middleware/token_validator.py,auto_scan
AUTO086,Detected logic: should_check,Auto-detected from scan in smartswasthya/odil/generate_code_trace.py,done,AutoScan,smartswasthya/odil/generate_code_trace.py,auto_scan
AUTO087,Detected logic: get_all_python_files,Auto-detected from scan in smartswasthya/odil/generate_code_trace.py,done,AutoScan,smartswasthya/odil/generate_code_trace.py,auto_scan
AUTO088,Detected logic: extract_functions,Auto-detected from scan in smartswasthya/odil/generate_code_trace.py,done,AutoScan,smartswasthya/odil/generate_code_trace.py,auto_scan
AUTO089,Detected logic: extract_classes,Auto-detected from scan in smartswasthya/odil/generate_code_trace.py,done,AutoScan,smartswasthya/odil/generate_code_trace.py,auto_scan
AUTO090,Detected logic: generate_code_trace,Auto-detected from scan in smartswasthya/odil/generate_code_trace.py,done,AutoScan,smartswasthya/odil/generate_code_trace.py,auto_scan
AUTO091,Detected logic: get_all_py_files,Auto-detected from scan in smartswasthya/odil/generate_function_usage_map.py,done,AutoScan,smartswasthya/odil/generate_function_usage_map.py,auto_scan
AUTO092,Detected logic: extract_defined_functions,Auto-detected from scan in smartswasthya/odil/generate_function_usage_map.py,done,AutoScan,smartswasthya/odil/generate_function_usage_map.py,auto_scan
AUTO093,Detected logic: track_function_usage,Auto-detected from scan in smartswasthya/odil/generate_function_usage_map.py,done,AutoScan,smartswasthya/odil/generate_function_usage_map.py,auto_scan
AUTO094,Detected logic: scan_template_usage,Auto-detected from scan in smartswasthya/odil/generate_function_usage_map.py,done,AutoScan,smartswasthya/odil/generate_function_usage_map.py,auto_scan
AUTO095,Detected logic: run,Auto-detected from scan in smartswasthya/odil/generate_function_usage_map.py,done,AutoScan,smartswasthya/odil/generate_function_usage_map.py,auto_scan
AUTO096,Detected logic: extract_definitions,Auto-detected from scan in smartswasthya/odil/generate_logic_trace.py,done,AutoScan,smartswasthya/odil/generate_logic_trace.py,auto_scan
AUTO097,Detected logic: generate_logic_trace,Auto-detected from scan in smartswasthya/odil/generate_logic_trace.py,done,AutoScan,smartswasthya/odil/generate_logic_trace.py,auto_scan
AUTO098,Detected logic: extract_model_classes,Auto-detected from scan in smartswasthya/odil/generate_model_trace.py,done,AutoScan,smartswasthya/odil/generate_model_trace.py,auto_scan
AUTO099,Detected logic: scan_model_usage,Auto-detected from scan in smartswasthya/odil/generate_model_trace.py,done,AutoScan,smartswasthya/odil/generate_model_trace.py,auto_scan
AUTO100,Detected logic: generate_model_trace,Auto-detected from scan in smartswasthya/odil/generate_model_trace.py,done,AutoScan,smartswasthya/odil/generate_model_trace.py,auto_scan
AUTO101,Detected logic: read_json,Auto-detected from scan in smartswasthya/odil/generate_obvious_connections.py,done,AutoScan,smartswasthya/odil/generate_obvious_connections.py,auto_scan
AUTO102,Detected logic: template_exists,Auto-detected from scan in smartswasthya/odil/generate_route_trace.py,done,AutoScan,smartswasthya/odil/generate_route_trace.py,auto_scan
AUTO103,Detected logic: extract_route_info,Auto-detected from scan in smartswasthya/odil/generate_route_trace.py,done,AutoScan,smartswasthya/odil/generate_route_trace.py,auto_scan
AUTO104,Detected logic: generate_route_trace,Auto-detected from scan in smartswasthya/odil/generate_route_trace.py,done,AutoScan,smartswasthya/odil/generate_route_trace.py,auto_scan
AUTO105,Detected logic: get_all_templates,Auto-detected from scan in smartswasthya/odil/generate_template_trace.py,done,AutoScan,smartswasthya/odil/generate_template_trace.py,auto_scan
AUTO106,Detected logic: generate_template_trace,Auto-detected from scan in smartswasthya/odil/generate_template_trace.py,done,AutoScan,smartswasthya/odil/generate_template_trace.py,auto_scan
AUTO107,Detected logic: get_model_summary,Auto-detected from scan in smartswasthya/odil/model_trace.py,done,AutoScan,smartswasthya/odil/model_trace.py,auto_scan
AUTO108,Detected logic: should_check,Auto-detected from scan in smartswasthya/records/records.py,done,AutoScan,smartswasthya/records/records.py,auto_scan
AUTO109,Detected logic: get_all_python_files,Auto-detected from scan in smartswasthya/records/records.py,done,AutoScan,smartswasthya/records/records.py,auto_scan
AUTO110,Detected logic: load_file_lines,Auto-detected from scan in smartswasthya/records/records.py,done,AutoScan,smartswasthya/records/records.py,auto_scan
AUTO111,Detected logic: compare_files,Auto-detected from scan in smartswasthya/records/records.py,done,AutoScan,smartswasthya/records/records.py,auto_scan
AUTO112,Detected logic: write_backup,Auto-detected from scan in smartswasthya/records/records.py,done,AutoScan,smartswasthya/records/records.py,auto_scan
AUTO113,Detected logic: get_log_file_path,Auto-detected from scan in smartswasthya/records/records.py,done,AutoScan,smartswasthya/records/records.py,auto_scan
AUTO114,Detected logic: record_deletion,Auto-detected from scan in smartswasthya/records/records.py,done,AutoScan,smartswasthya/records/records.py,auto_scan
AUTO115,Detected logic: main,Auto-detected from scan in smartswasthya/records/records.py,done,AutoScan,smartswasthya/records/records.py,auto_scan
AUTO116,Detected logic: setup_app,Auto-detected from scan in smartswasthya/registry/app_registry.py,done,AutoScan,smartswasthya/registry/app_registry.py,auto_scan
AUTO117,Detected logic: ping_account,Auto-detected from scan in smartswasthya/routes/account_routes.py,done,AutoScan,smartswasthya/routes/account_routes.py,auto_scan
AUTO118,Detected logic: set_permission_route,Auto-detected from scan in smartswasthya/routes/admin_trace_routes.py,done,AutoScan,smartswasthya/routes/admin_trace_routes.py,auto_scan
AUTO119,Detected logic: dev_context,Auto-detected from scan in smartswasthya/routes/admin_trace_routes.py,done,AutoScan,smartswasthya/routes/admin_trace_routes.py,auto_scan
AUTO120,Detected logic: get_permission_route,Auto-detected from scan in smartswasthya/routes/admin_trace_routes.py,done,AutoScan,smartswasthya/routes/admin_trace_routes.py,auto_scan
AUTO121,Detected logic: get_active_developers_with_permissions,Auto-detected from scan in smartswasthya/routes/admin_trace_routes.py,done,AutoScan,smartswasthya/routes/admin_trace_routes.py,auto_scan
AUTO122,Detected logic: ping_alerts,Auto-detected from scan in smartswasthya/routes/alerts_routes.py,done,AutoScan,smartswasthya/routes/alerts_routes.py,auto_scan
AUTO123,Detected logic: ping_awareness,Auto-detected from scan in smartswasthya/routes/awareness_window_routes.py,done,AutoScan,smartswasthya/routes/awareness_window_routes.py,auto_scan
AUTO124,Detected logic: send_email_otp,Auto-detected from scan in smartswasthya/routes/email_otp.py,done,AutoScan,smartswasthya/routes/email_otp.py,auto_scan
AUTO125,Detected logic: verify_email_otp,Auto-detected from scan in smartswasthya/routes/email_otp.py,done,AutoScan,smartswasthya/routes/email_otp.py,auto_scan
AUTO126,Detected logic: extended_health,Auto-detected from scan in smartswasthya/routes/health.py,done,AutoScan,smartswasthya/routes/health.py,auto_scan
AUTO127,Detected logic: ping_home,Auto-detected from scan in smartswasthya/routes/home_routes.py,done,AutoScan,smartswasthya/routes/home_routes.py,auto_scan
AUTO128,Detected logic: ping_identity,Auto-detected from scan in smartswasthya/routes/identity_routes.py,done,AutoScan,smartswasthya/routes/identity_routes.py,auto_scan
AUTO129,Detected logic: hello,Auto-detected from scan in smartswasthya/routes/index_routes.py,done,AutoScan,smartswasthya/routes/index_routes.py,auto_scan
AUTO130,Detected logic: ping_login,Auto-detected from scan in smartswasthya/routes/login_routes.py,done,AutoScan,smartswasthya/routes/login_routes.py,auto_scan
AUTO131,Detected logic: ping_partner_docs,Auto-detected from scan in smartswasthya/routes/partner_docs_routes.py,done,AutoScan,smartswasthya/routes/partner_docs_routes.py,auto_scan
AUTO132,Detected logic: ping_partner,Auto-detected from scan in smartswasthya/routes/partner_routes.py,done,AutoScan,smartswasthya/routes/partner_routes.py,auto_scan
AUTO133,Detected logic: ping_profile,Auto-detected from scan in smartswasthya/routes/profile_routes.py,done,AutoScan,smartswasthya/routes/profile_routes.py,auto_scan
AUTO134,Detected logic: demo_root,Auto-detected from scan in smartswasthya/routes/routes.py,done,AutoScan,smartswasthya/routes/routes.py,auto_scan
AUTO135,Detected logic: ping_settings,Auto-detected from scan in smartswasthya/routes/settings_routes.py,done,AutoScan,smartswasthya/routes/settings_routes.py,auto_scan
AUTO136,Detected logic: ping_signup,Auto-detected from scan in smartswasthya/routes/signup_routes.py,done,AutoScan,smartswasthya/routes/signup_routes.py,auto_scan
AUTO137,Detected logic: register,Auto-detected from scan in smartswasthya/routes/smartuser.py,done,AutoScan,smartswasthya/routes/smartuser.py,auto_scan
AUTO138,Detected logic: login,Auto-detected from scan in smartswasthya/routes/smartuser.py,done,AutoScan,smartswasthya/routes/smartuser.py,auto_scan
AUTO139,Detected logic: ping_dashboard,Auto-detected from scan in smartswasthya/routes/smartuser_dashboard_routes.py,done,AutoScan,smartswasthya/routes/smartuser_dashboard_routes.py,auto_scan
AUTO140,Detected logic: ping_smart_user,Auto-detected from scan in smartswasthya/routes/smart_user_routes.py,done,AutoScan,smartswasthya/routes/smart_user_routes.py,auto_scan
AUTO141,Detected logic: run_task,Auto-detected from scan in smartswasthya/routes/task_runner.py,done,AutoScan,smartswasthya/routes/task_runner.py,auto_scan
AUTO142,Detected logic: cleanup_test,Auto-detected from scan in smartswasthya/routes/task_runner.py,done,AutoScan,smartswasthya/routes/task_runner.py,auto_scan
AUTO143,Detected logic: check_task_status,Auto-detected from scan in smartswasthya/routes/task_runner.py,done,AutoScan,smartswasthya/routes/task_runner.py,auto_scan
AUTO144,Detected logic: ping_track,Auto-detected from scan in smartswasthya/routes/track_routes.py,done,AutoScan,smartswasthya/routes/track_routes.py,auto_scan
AUTO145,Detected logic: ping_user_profile,Auto-detected from scan in smartswasthya/routes/user_profile_routes.py,done,AutoScan,smartswasthya/routes/user_profile_routes.py,auto_scan
AUTO146,Detected logic: register_user,Auto-detected from scan in smartswasthya/routes/user_routes.py,done,AutoScan,smartswasthya/routes/user_routes.py,auto_scan
AUTO147,Detected logic: ping_verification,Auto-detected from scan in smartswasthya/routes/verification_routes.py,done,AutoScan,smartswasthya/routes/verification_routes.py,auto_scan
AUTO148,Detected logic: ping_dev_api,Auto-detected from scan in smartswasthya/routes/dev/api_routes.py,done,AutoScan,smartswasthya/routes/dev/api_routes.py,auto_scan
AUTO149,Detected logic: ping_dev_db,Auto-detected from scan in smartswasthya/routes/dev/database_routes.py,done,AutoScan,smartswasthya/routes/dev/database_routes.py,auto_scan
AUTO150,Detected logic: ping_dev_editor,Auto-detected from scan in smartswasthya/routes/dev/editor_routes.py,done,AutoScan,smartswasthya/routes/dev/editor_routes.py,auto_scan
AUTO151,Detected logic: ping_dev_routes,Auto-detected from scan in smartswasthya/routes/dev/routes_routes.py,done,AutoScan,smartswasthya/routes/dev/routes_routes.py,auto_scan
AUTO152,Detected logic: ping_dev_token,Auto-detected from scan in smartswasthya/routes/dev/token_routes.py,done,AutoScan,smartswasthya/routes/dev/token_routes.py,auto_scan
AUTO153,Detected logic: ping_retry_handler,Auto-detected from scan in smartswasthya/routes/dev/sync/retry_handler.py,done,AutoScan,smartswasthya/routes/dev/sync/retry_handler.py,auto_scan
AUTO154,Detected logic: list_all_python_files,Auto-detected from scan in smartswasthya/routes/dev/sync/scan.py,done,AutoScan,smartswasthya/routes/dev/sync/scan.py,auto_scan
AUTO155,Detected logic: scan_by_time,Auto-detected from scan in smartswasthya/routes/dev/sync/scan.py,done,AutoScan,smartswasthya/routes/dev/sync/scan.py,auto_scan
AUTO156,Detected logic: retry_sync,Auto-detected from scan in smartswasthya/routes/dev/sync/sync.py,done,AutoScan,smartswasthya/routes/dev/sync/sync.py,auto_scan
AUTO157,Detected logic: cleanup_old_files,Auto-detected from scan in smartswasthya/tasks/cleanup_task.py,done,AutoScan,smartswasthya/tasks/cleanup_task.py,auto_scan
AUTO158,Detected logic: landing_page_template,Auto-detected from scan in smartswasthya/templates/templates.py,done,AutoScan,smartswasthya/templates/templates.py,auto_scan
AUTO159,Detected logic: setup_temp_dirs,Auto-detected from scan in smartswasthya/tools/checker_tool.py,done,AutoScan,smartswasthya/tools/checker_tool.py,auto_scan
AUTO160,Detected logic: extract_all,Auto-detected from scan in smartswasthya/tools/checker_tool.py,done,AutoScan,smartswasthya/tools/checker_tool.py,auto_scan
AUTO161,Detected logic: compare_python_files,Auto-detected from scan in smartswasthya/tools/checker_tool.py,done,AutoScan,smartswasthya/tools/checker_tool.py,auto_scan
AUTO162,Detected logic: run_checker,Auto-detected from scan in smartswasthya/tools/checker_tool.py,done,AutoScan,smartswasthya/tools/checker_tool.py,auto_scan
AUTO163,Detected logic: load_all_instructions,Auto-detected from scan in smartswasthya/tools/developer_task_loader.py,done,AutoScan,smartswasthya/tools/developer_task_loader.py,auto_scan
AUTO164,Detected logic: get_instruction_by_index,Auto-detected from scan in smartswasthya/tools/developer_task_loader.py,done,AutoScan,smartswasthya/tools/developer_task_loader.py,auto_scan
AUTO165,Detected logic: generate_dev_bucket_submission,Auto-detected from scan in smartswasthya/tools/developer_task_loader.py,done,AutoScan,smartswasthya/tools/developer_task_loader.py,auto_scan
AUTO166,Detected logic: extract_requirements,Auto-detected from scan in smartswasthya/tools/gen_requirements.py,done,AutoScan,smartswasthya/tools/gen_requirements.py,auto_scan
AUTO167,Detected logic: create_custom_instruction,Auto-detected from scan in smartswasthya/tools/instruction_editor.py,done,AutoScan,smartswasthya/tools/instruction_editor.py,auto_scan
AUTO168,Detected logic: build_sample,Auto-detected from scan in smartswasthya/tools/instruction_editor.py,done,AutoScan,smartswasthya/tools/instruction_editor.py,auto_scan
AUTO169,Detected logic: view_admin_review_queue,Auto-detected from scan in smartswasthya/tools/instruction_editor.py,done,AutoScan,smartswasthya/tools/instruction_editor.py,auto_scan
AUTO170,Detected logic: load_registry,Auto-detected from scan in smartswasthya/tools/obvious_navigator.py,done,AutoScan,smartswasthya/tools/obvious_navigator.py,auto_scan
AUTO171,Detected logic: list_python_files,Auto-detected from scan in smartswasthya/tools/obvious_navigator.py,done,AutoScan,smartswasthya/tools/obvious_navigator.py,auto_scan
AUTO172,Detected logic: extract_functions_and_classes,Auto-detected from scan in smartswasthya/tools/obvious_navigator.py,done,AutoScan,smartswasthya/tools/obvious_navigator.py,auto_scan
AUTO173,Detected logic: explore_all,Auto-detected from scan in smartswasthya/tools/obvious_navigator.py,done,AutoScan,smartswasthya/tools/obvious_navigator.py,auto_scan
AUTO174,Detected logic: navigate,Auto-detected from scan in smartswasthya/tools/obvious_navigator.py,done,AutoScan,smartswasthya/tools/obvious_navigator.py,auto_scan
AUTO175,Detected logic: dynamic_import,Auto-detected from scan in smartswasthya/tools/obvious_router_registrar.py,done,AutoScan,smartswasthya/tools/obvious_router_registrar.py,auto_scan
AUTO176,Detected logic: register_all_routes,Auto-detected from scan in smartswasthya/tools/obvious_router_registrar.py,done,AutoScan,smartswasthya/tools/obvious_router_registrar.py,auto_scan
AUTO177,Detected logic: generate_routes_for_directory,Auto-detected from scan in smartswasthya/tools/obvious_route_generator.py,done,AutoScan,smartswasthya/tools/obvious_route_generator.py,auto_scan
AUTO178,Detected logic: log,Auto-detected from scan in smartswasthya/tools/prelaunch_checker_v3.py,done,AutoScan,smartswasthya/tools/prelaunch_checker_v3.py,auto_scan
AUTO179,Detected logic: section,Auto-detected from scan in smartswasthya/tools/prelaunch_checker_v3.py,done,AutoScan,smartswasthya/tools/prelaunch_checker_v3.py,auto_scan
AUTO180,Detected logic: scan_missing_init_py,Auto-detected from scan in smartswasthya/tools/prelaunch_checker_v3.py,done,AutoScan,smartswasthya/tools/prelaunch_checker_v3.py,auto_scan
AUTO181,Detected logic: scan_dynamic_imports,Auto-detected from scan in smartswasthya/tools/prelaunch_checker_v3.py,done,AutoScan,smartswasthya/tools/prelaunch_checker_v3.py,auto_scan
AUTO182,Detected logic: scan_router_chain,Auto-detected from scan in smartswasthya/tools/prelaunch_checker_v3.py,done,AutoScan,smartswasthya/tools/prelaunch_checker_v3.py,auto_scan
AUTO183,Detected logic: scan_placeholders,Auto-detected from scan in smartswasthya/tools/prelaunch_checker_v3.py,done,AutoScan,smartswasthya/tools/prelaunch_checker_v3.py,auto_scan
AUTO184,Detected logic: check_essential_folders,Auto-detected from scan in smartswasthya/tools/prelaunch_checker_v3.py,done,AutoScan,smartswasthya/tools/prelaunch_checker_v3.py,auto_scan
AUTO185,Detected logic: check_pyproject,Auto-detected from scan in smartswasthya/tools/prelaunch_checker_v3.py,done,AutoScan,smartswasthya/tools/prelaunch_checker_v3.py,auto_scan
AUTO186,Detected logic: run_all_checks,Auto-detected from scan in smartswasthya/tools/prelaunch_checker_v3.py,done,AutoScan,smartswasthya/tools/prelaunch_checker_v3.py,auto_scan
AUTO187,Detected logic: extract_keywords_from_instruction,Auto-detected from scan in smartswasthya/tools/trace_generator.py,done,AutoScan,smartswasthya/tools/trace_generator.py,auto_scan
AUTO188,Detected logic: trace_keywords_in_handler,Auto-detected from scan in smartswasthya/tools/trace_generator.py,done,AutoScan,smartswasthya/tools/trace_generator.py,auto_scan
AUTO189,Detected logic: check_docker_file_references,Auto-detected from scan in smartswasthya/tools/trace_generator.py,done,AutoScan,smartswasthya/tools/trace_generator.py,auto_scan
AUTO190,Detected logic: write_trace_to_txt,Auto-detected from scan in smartswasthya/tools/trace_generator.py,done,AutoScan,smartswasthya/tools/trace_generator.py,auto_scan
AUTO191,Detected logic: verify_function_in_js,Auto-detected from scan in smartswasthya/tools/ui_integrity_checker.py,done,AutoScan,smartswasthya/tools/ui_integrity_checker.py,auto_scan
AUTO192,Detected logic: run_integrity_check,Auto-detected from scan in smartswasthya/tools/ui_integrity_checker.py,done,AutoScan,smartswasthya/tools/ui_integrity_checker.py,auto_scan
AUTO193,Detected logic: find_py_files,Auto-detected from scan in smartswasthya/tools/coder_tools/circular_trap_scanner.py,done,AutoScan,smartswasthya/tools/coder_tools/circular_trap_scanner.py,auto_scan
AUTO194,Detected logic: parse_imports,Auto-detected from scan in smartswasthya/tools/coder_tools/circular_trap_scanner.py,done,AutoScan,smartswasthya/tools/coder_tools/circular_trap_scanner.py,auto_scan
AUTO195,Detected logic: normalize_path,Auto-detected from scan in smartswasthya/tools/coder_tools/circular_trap_scanner.py,done,AutoScan,smartswasthya/tools/coder_tools/circular_trap_scanner.py,auto_scan
AUTO196,Detected logic: build_graph,Auto-detected from scan in smartswasthya/tools/coder_tools/circular_trap_scanner.py,done,AutoScan,smartswasthya/tools/coder_tools/circular_trap_scanner.py,auto_scan
AUTO197,Detected logic: detect_cycles,Auto-detected from scan in smartswasthya/tools/coder_tools/circular_trap_scanner.py,done,AutoScan,smartswasthya/tools/coder_tools/circular_trap_scanner.py,auto_scan
AUTO198,Detected logic: report_results,Auto-detected from scan in smartswasthya/tools/coder_tools/circular_trap_scanner.py,done,AutoScan,smartswasthya/tools/coder_tools/circular_trap_scanner.py,auto_scan
AUTO199,Detected logic: run_circular_trap_scan,Auto-detected from scan in smartswasthya/tools/coder_tools/circular_trap_scanner.py,done,AutoScan,smartswasthya/tools/coder_tools/circular_trap_scanner.py,auto_scan
AUTO200,Detected logic: dfs,Auto-detected from scan in smartswasthya/tools/coder_tools/circular_trap_scanner.py,done,AutoScan,smartswasthya/tools/coder_tools/circular_trap_scanner.py,auto_scan
AUTO201,Detected logic: sync_developer_docs,Auto-detected from scan in smartswasthya/tools/coder_tools/docs_sync.py,done,AutoScan,smartswasthya/tools/coder_tools/docs_sync.py,auto_scan
AUTO202,Detected logic: log_dummy_outputs,Auto-detected from scan in smartswasthya/tools/coder_tools/dummy_checker.py,done,AutoScan,smartswasthya/tools/coder_tools/dummy_checker.py,auto_scan
AUTO203,Detected logic: handle_route_duplicates,Auto-detected from scan in smartswasthya/tools/coder_tools/duplicator.py,done,AutoScan,smartswasthya/tools/coder_tools/duplicator.py,auto_scan
AUTO204,Detected logic: print_menu,Auto-detected from scan in smartswasthya/tools/coder_tools/main_trigger.py,done,AutoScan,smartswasthya/tools/coder_tools/main_trigger.py,auto_scan
AUTO205,Detected logic: main,Auto-detected from scan in smartswasthya/tools/coder_tools/main_trigger.py,done,AutoScan,smartswasthya/tools/coder_tools/main_trigger.py,auto_scan
AUTO206,Detected logic: backup_file_if_needed,Auto-detected from scan in smartswasthya/tools/coder_tools/patcher.py,done,AutoScan,smartswasthya/tools/coder_tools/patcher.py,auto_scan
AUTO207,Detected logic: apply_patch_queue,Auto-detected from scan in smartswasthya/tools/coder_tools/patcher.py,done,AutoScan,smartswasthya/tools/coder_tools/patcher.py,auto_scan
AUTO208,Detected logic: add_patch_instruction,Auto-detected from scan in smartswasthya/tools/coder_tools/patch_queue.py,done,AutoScan,smartswasthya/tools/coder_tools/patch_queue.py,auto_scan
AUTO209,Detected logic: list_patch_queue,Auto-detected from scan in smartswasthya/tools/coder_tools/patch_queue.py,done,AutoScan,smartswasthya/tools/coder_tools/patch_queue.py,auto_scan
AUTO210,Detected logic: generate_pyproject_if_missing,Auto-detected from scan in smartswasthya/tools/coder_tools/pyproject_writer.py,done,AutoScan,smartswasthya/tools/coder_tools/pyproject_writer.py,auto_scan
AUTO211,Detected logic: detect_route_conflicts,Auto-detected from scan in smartswasthya/tools/coder_tools/route_conflict_handler.py,done,AutoScan,smartswasthya/tools/coder_tools/route_conflict_handler.py,auto_scan
AUTO212,Detected logic: generate_snapshot,Auto-detected from scan in smartswasthya/tools/coder_tools/snapshot_generator.py,done,AutoScan,smartswasthya/tools/coder_tools/snapshot_generator.py,auto_scan
AUTO213,Detected logic: log_version_event,Auto-detected from scan in smartswasthya/tools/coder_tools/version_tracker.py,done,AutoScan,smartswasthya/tools/coder_tools/version_tracker.py,auto_scan
AUTO214,Detected logic: list_versions,Auto-detected from scan in smartswasthya/tools/coder_tools/version_tracker.py,done,AutoScan,smartswasthya/tools/coder_tools/version_tracker.py,auto_scan
AUTO215,Detected logic: run_cmd,Auto-detected from scan in smartswasthya/tools/devops/auto_migrate.py,done,AutoScan,smartswasthya/tools/devops/auto_migrate.py,auto_scan
AUTO216,Detected logic: main,Auto-detected from scan in smartswasthya/tools/devops/auto_migrate.py,done,AutoScan,smartswasthya/tools/devops/auto_migrate.py,auto_scan
AUTO217,Detected logic: run,Auto-detected from scan in smartswasthya/tools/devops/dev_bundle.auto_update.py,done,AutoScan,smartswasthya/tools/devops/dev_bundle.auto_update.py,auto_scan
AUTO218,Detected logic: refresh_python_bundle,Auto-detected from scan in smartswasthya/tools/devops/dev_bundle.auto_update.py,done,AutoScan,smartswasthya/tools/devops/dev_bundle.auto_update.py,auto_scan
AUTO219,Detected logic: refresh_node_bundle,Auto-detected from scan in smartswasthya/tools/devops/dev_bundle.auto_update.py,done,AutoScan,smartswasthya/tools/devops/dev_bundle.auto_update.py,auto_scan
AUTO220,Detected logic: build_reverse_trace,Auto-detected from scan in smartswasthya/tools/devops/reverse_trace_builder.py,done,AutoScan,smartswasthya/tools/devops/reverse_trace_builder.py,auto_scan
AUTO221,Detected logic: seed_admin,Auto-detected from scan in smartswasthya/tools/devops/seed_admin.py,done,AutoScan,smartswasthya/tools/devops/seed_admin.py,auto_scan
AUTO222,Detected logic: extract_tar_gz,Auto-detected from scan in smartswasthya/tools/devops/smart_bundle_manager.py,done,AutoScan,smartswasthya/tools/devops/smart_bundle_manager.py,auto_scan
AUTO223,Detected logic: compress_to_tar_gz,Auto-detected from scan in smartswasthya/tools/devops/smart_bundle_manager.py,done,AutoScan,smartswasthya/tools/devops/smart_bundle_manager.py,auto_scan
AUTO224,Detected logic: read_pyproject_dependencies,Auto-detected from scan in smartswasthya/tools/devops/smart_bundle_manager.py,done,AutoScan,smartswasthya/tools/devops/smart_bundle_manager.py,auto_scan
AUTO225,Detected logic: read_installed_manifest,Auto-detected from scan in smartswasthya/tools/devops/smart_bundle_manager.py,done,AutoScan,smartswasthya/tools/devops/smart_bundle_manager.py,auto_scan
AUTO226,Detected logic: write_installed_manifest,Auto-detected from scan in smartswasthya/tools/devops/smart_bundle_manager.py,done,AutoScan,smartswasthya/tools/devops/smart_bundle_manager.py,auto_scan
AUTO227,Detected logic: log_bundle_update,Auto-detected from scan in smartswasthya/tools/devops/smart_bundle_manager.py,done,AutoScan,smartswasthya/tools/devops/smart_bundle_manager.py,auto_scan
AUTO228,Detected logic: update_installed_manifest,Auto-detected from scan in smartswasthya/tools/devops/smart_bundle_manager.py,done,AutoScan,smartswasthya/tools/devops/smart_bundle_manager.py,auto_scan
AUTO229,Detected logic: remove_win_wheels,Auto-detected from scan in smartswasthya/tools/devops/smart_bundle_manager.py,done,AutoScan,smartswasthya/tools/devops/smart_bundle_manager.py,auto_scan
AUTO230,Detected logic: deduplicate_whl_files,Auto-detected from scan in smartswasthya/tools/devops/smart_bundle_manager.py,done,AutoScan,smartswasthya/tools/devops/smart_bundle_manager.py,auto_scan
AUTO231,Detected logic: update_python_bundle,Auto-detected from scan in smartswasthya/tools/devops/smart_bundle_manager.py,done,AutoScan,smartswasthya/tools/devops/smart_bundle_manager.py,auto_scan
